first_name,last_name,gender,past_3_years_bike_related_purchases,dob,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,rank,value
Loria,Tappington,Female,72,06/09/1955,Research Assistant IV,Property,Mass Customer,N,No,5,3920 Swallow Junction,3038,VIC,Australia,8,174,1.169
Tanya,Kiefer,Female,54,05/07/1992,Speech Pathologist,Telecommunications,High Net Worth,N,No,7,4 Warner Park,2146,NSW,Australia,9,174,1.169
Devonne,Alderwick,Female,79,29/01/1939,Research Associate,Telecommunications,High Net Worth,N,Yes,9,534 Lien Lane,3122,VIC,Australia,7,177,1.162
Omero,McDonand,Male,51,01/04/1952,Software Consultant,Manufacturing,Mass Customer,N,No,16,48 Shoshone Park,2066,NSW,Australia,9,177,1.162
Iain,Haversham,Male,92,26/12/1950,Sales Representative,Retail,Mass Customer,N,Yes,13,170 Briar Crest Place,2120,NSW,Australia,10,177,1.162
Keriann,Newham,Female,71,26/03/1975,Assistant Manager,Financial Services,Mass Customer,N,No,5,0193 Northland Street,4179,QLD,Australia,9,177,1.162
Conroy,Rappaport,Male,39,08/01/1965,Assistant Manager,Health,High Net Worth,N,No,9,5219 Pearson Drive,2148,NSW,Australia,9,181,1.158
Dorian,Rustman,Male,78,09/12/1974,Junior Executive,Manufacturing,Mass Customer,N,No,18,6156 Summit Center,4352,QLD,Australia,7,181,1.158
Quillan,Guinane,Male,36,24/03/1946,Community Outreach Specialist,Manufacturing,High Net Worth,N,Yes,21,803 Badeau Point,2177,NSW,Australia,8,181,1.158
Harlin,Mazin,Male,34,25/03/1974,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,13,735 Westridge Road,2454,NSW,Australia,7,181,1.158
Eustacia,Dornan,Female,68,02/09/1985,Account Representative IV,Property,Mass Customer,N,No,5,1190 Hanson Street,3806,VIC,Australia,9,181,1.158
Maury,Galego,Male,65,27/07/1992,Social Worker,Health,High Net Worth,N,Yes,3,370 Division Junction,3032,VIC,Australia,10,181,1.158
Reggie,Kernar,Female,26,28/11/1971,Senior Editor,Financial Services,High Net Worth,N,No,17,90 Northport Hill,2228,NSW,Australia,10,181,1.158
Brigitte,Whellams,Female,67,09/05/1973,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,17,77785 Veith Lane,2766,NSW,Australia,8,188,1.156
Kinna,Kollasch,Female,7,09/11/1986,Safety Technician I,Property,High Net Worth,N,No,9,232 Knutson Park,4060,QLD,Australia,10,188,1.156
Maurizio,Comi,Male,74,30/05/1996,VP Product Management,IT,Affluent Customer,N,No,10,25805 Eagan Place,2766,NSW,Australia,9,190,1.155
Elbertina,Fendley,Female,32,27/03/1992,Physical Therapy Assistant,Property,Affluent Customer,N,No,8,743 Debra Court,2117,NSW,Australia,11,191,1.15
Franklin,Wohler,Male,55,16/10/1938,Clinical Specialist,Health,Mass Customer,N,Yes,7,6966 Delladonna Street,2250,NSW,Australia,8,191,1.15
Allyson,Petchell,Female,16,19/03/1970,Human Resources Manager,Telecommunications,High Net Worth,N,No,10,98221 Pennsylvania Place,2170,NSW,Australia,8,191,1.15
Ermentrude,Heindle,Female,47,02/08/1969,GIS Technical Architect,Argiculture,Mass Customer,N,No,7,307 Knutson Center,2226,NSW,Australia,10,191,1.15
Alanna,Lerway,Female,26,05/01/1944,Dental Hygienist,Health,Mass Customer,N,Yes,11,593 Alpine Drive,3195,VIC,Australia,12,195,1.148
Vincent,Jopke,Male,6,10/03/1972,Analog Circuit Design manager,Property,Affluent Customer,N,No,16,45788 Stang Plaza,3687,VIC,Australia,3,195,1.148
Mandie,Jeffryes,Female,60,16/02/1981,Business Systems Development Analyst,Property,High Net Worth,N,No,7,96515 Di Loreto Pass,4109,QLD,Australia,9,195,1.148
Collete,Dory,Female,66,09/01/1990,Information Systems Manager,Property,High Net Worth,N,No,2,8625 Dakota Plaza,2210,NSW,Australia,9,195,1.148
Leonid,Dorricott,Male,44,18/11/1993,Environmental Tech,Property,Affluent Customer,N,No,3,02 Hoffman Road,2448,NSW,Australia,3,195,1.148
Charlena,Berney,Female,55,02/01/1966,Geological Engineer,Manufacturing,High Net Worth,N,Yes,12,496 Logan Center,4207,QLD,Australia,4,195,1.148
Alfonso,Massel,Male,70,05/12/1940,General Manager,Manufacturing,Mass Customer,N,Yes,13,6065 Talisman Crossing,3977,VIC,Australia,7,201,1.142
Engracia,Dobbs,Female,84,19/04/1959,General Manager,Health,Mass Customer,N,No,15,72 Eliot Place,2250,NSW,Australia,8,202,1.141
Glyn,Dobbs,Male,47,13/02/1945,General Manager,Manufacturing,Affluent Customer,N,Yes,21,67 Bluejay Plaza,2300,NSW,Australia,9,202,1.141
Rosemonde,Cartwight,Female,44,20/10/1952,Analyst Programmer,Retail,Mass Customer,N,Yes,7,518 Paget Hill,4605,QLD,Australia,1,202,1.141
Alano,Satchel,Male,2,26/11/1998,Recruiting Manager,Retail,Mass Customer,N,No,2,87107 Shelley Crossing,2429,NSW,Australia,7,202,1.141
Corrine,Baribal,Female,19,12/10/1948,Senior Sales Associate,Retail,Affluent Customer,N,Yes,12,3 Mallory Circle,2170,NSW,Australia,8,206,1.138
Benoit,Harniman,Male,31,27/08/1976,Research Assistant II,Telecommunications,Affluent Customer,N,No,9,1582 Bashford Drive,4018,QLD,Australia,7,206,1.138
Jeanne,Darte,Female,70,18/08/1955,Social Worker,Telecommunications,Mass Customer,N,Yes,11,3 Homewood Park,2756,NSW,Australia,7,206,1.138
Jenelle,Fearnill,Female,12,03/01/1958,Social Worker,Health,High Net Worth,N,No,19,06 Old Gate Park,2144,NSW,Australia,9,206,1.138
Tannie,Gambrell,Male,92,25/05/1967,Financial Analyst,Financial Services,Affluent Customer,N,No,4,49 Surrey Point,4710,QLD,Australia,4,206,1.138
Mick,Macewan,Male,32,12/12/1967,Senior Cost Accountant,Financial Services,Mass Customer,N,No,16,59254 Northland Alley,2032,NSW,Australia,10,206,1.138
Abbie,Oldman,Male,82,26/11/1983,Chief Design Engineer,Health,High Net Worth,N,Yes,5,4 North Drive,2168,NSW,Australia,8,212,1.137
Tabbie,Curner,Male,12,13/03/1997,Chief Design Engineer,Retail,Mass Customer,N,No,6,89 Parkside Street,3021,VIC,Australia,6,212,1.137
Shane,Killen,Male,28,16/10/1956,Account Executive,Entertainment,High Net Worth,N,No,10,7 Hazelcrest Place,2165,NSW,Australia,8,212,1.137
Roberta,Goodale,Female,9,28/02/1947,Information Systems Manager,Property,Mass Customer,N,Yes,22,013 David Junction,4211,QLD,Australia,7,215,1.129
Kippy,Barabisch,Male,11,07/04/2000,Legal Assistant,Manufacturing,Mass Customer,N,No,4,840 Graceland Street,2125,NSW,Australia,11,215,1.129
Rosalinde,Cubuzzi,Female,50,04/09/1997,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,5,6 Lotheville Trail,2444,NSW,Australia,7,215,1.129
Cami,Barnbrook,Female,8,01/01/1963,Occupational Therapist,Health,Affluent Customer,N,Yes,18,890 Truax Lane,4285,QLD,Australia,2,218,1.126
Dorian,Stollen,Male,78,16/02/1980,Statistician I,Financial Services,Mass Customer,N,Yes,18,72922 Cambridge Terrace,2026,NSW,Australia,11,219,1.125
Hunfredo,Hayball,Male,7,15/04/1994,Payment Adjustment Coordinator,IT,Affluent Customer,N,No,3,60461 Esch Avenue,2227,NSW,Australia,8,219,1.125
Giorgi,O'Shirine,Male,68,20/06/1981,Payment Adjustment Coordinator,Retail,Mass Customer,N,Yes,15,6 Novick Alley,3934,VIC,Australia,8,219,1.125
Kort,Disley,Male,66,05/02/1979,Technical Writer,Health,Mass Customer,N,Yes,7,76 Donald Trail,2160,NSW,Australia,9,219,1.125
Gretna,Thredder,Female,62,08/01/1966,Chief Design Engineer,Health,Mass Customer,N,No,18,1607 Westridge Drive,2203,NSW,Australia,11,223,1.116
Tobiah,Heinsius,Male,66,25/01/2000,Chief Design Engineer,Health,High Net Worth,N,No,9,3630 Dawn Crossing,2446,NSW,Australia,8,223,1.116
Wallace,Newart,Male,91,06/12/1977,Technical Writer,IT,Mass Customer,N,No,17,29007 Dapin Street,4650,QLD,Australia,1,223,1.116
Hersh,Stubbert,Male,0,25/06/2000,Technical Writer,Manufacturing,Mass Customer,N,Yes,15,68 Fairfield Street,4115,QLD,Australia,8,226,1.112
Hatti,Carletti,U,35,,Legal Assistant,IT,Affluent Customer,N,Yes,11,6 Iowa Center,2519,NSW,Australia,9,226,1.112
Wyn,Saynor,Male,54,22/06/1964,Cost Accountant,Financial Services,High Net Worth,N,No,8,5 Briar Crest Road,2099,NSW,Australia,9,226,1.112
Maribeth,Stivani,Female,46,13/11/1954,Associate Professor,Financial Services,Mass Customer,N,No,7,945 Bobwhite Court,2430,NSW,Australia,8,226,1.112
Abigale,Sives,Female,48,13/12/1963,VP Marketing,Health,Affluent Customer,N,Yes,14,2 Glendale Center,4207,QLD,Australia,4,230,1.109
Gothart,Artus,Male,52,31/05/1978,Health Coach IV,Health,Mass Customer,N,Yes,14,21824 Northridge Alley,2117,NSW,Australia,10,231,1.105
Danny,Bodle,Male,50,24/09/1943,Statistician I,Manufacturing,Mass Customer,N,Yes,18,68 Anthes Park,2007,NSW,Australia,9,231,1.105
Vittorio,Boxen,Male,94,15/08/1965,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,14,3 Anthes Court,2148,NSW,Australia,9,233,1.1
Deborah,Petrovsky,Female,53,14/07/1943,Teacher,Property,Mass Customer,N,No,16,036 Redwing Street,2011,NSW,Australia,7,233,1.1
Agace,Hedge,Female,25,23/07/1997,Media Manager II,Property,Mass Customer,N,Yes,13,92 Petterle Place,3429,VIC,Australia,8,233,1.1
Rolland,Esmead,Male,41,13/07/1940,Mechanical Systems Engineer,Health,Affluent Customer,N,No,8,72008 7th Avenue,2200,NSW,Australia,8,233,1.1
Latrena,Walklate,Female,97,05/10/1943,Mechanical Systems Engineer,Telecommunications,High Net Worth,N,Yes,13,87 Sheridan Junction,2281,NSW,Australia,8,237,1.094
Mariquilla,Springthorpe,Female,30,04/04/1939,Director of Sales,Telecommunications,Mass Customer,N,Yes,8,811 Melrose Park,2224,NSW,Australia,10,237,1.094
Leticia,Danovich,Female,84,02/10/1941,Design Engineer,Entertainment,Mass Customer,N,Yes,15,2 Logan Avenue,4307,QLD,Australia,1,237,1.094
Harman,Lynds,Male,4,27/05/1961,Professor,Entertainment,Mass Customer,N,Yes,5,538 Gina Way,4105,QLD,Australia,8,240,1.09
Farra,Matyushkin,Female,18,24/01/1974,VP Quality Control,Manufacturing,High Net Worth,N,Yes,9,52761 Portage Crossing,3170,VIC,Australia,9,241,1.088
Robenia,Monks,Female,94,08/05/1959,Nurse Practicioner,Manufacturing,Mass Customer,N,No,5,8 Fieldstone Street,4065,QLD,Australia,9,241,1.088
Roman,Eastwood,Male,57,21/09/1969,Associate Professor,Manufacturing,Affluent Customer,N,Yes,16,8957 Anhalt Alley,3004,VIC,Australia,4,241,1.088
Solomon,Bruck,Male,29,15/11/1957,Junior Executive,Health,Mass Customer,N,No,12,5 High Crossing Junction,4556,QLD,Australia,8,244,1.084
Krystyna,Airey,Female,2,05/09/1950,Safety Technician II,Health,Mass Customer,N,Yes,19,75760 Toban Junction,4006,QLD,Australia,5,244,1.084
Katharine,Redbourn,Female,8,11/09/1967,Recruiter,Manufacturing,Affluent Customer,N,Yes,4,178 Waxwing Trail,3134,VIC,Australia,10,244,1.084
Cammy,Stoneham,Female,74,02/05/1963,Business Systems Development Analyst,Financial Services,High Net Worth,N,No,14,8648 Green Alley,4680,QLD,Australia,3,244,1.084
Ellsworth,Andrieux,Male,49,26/04/1971,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10,08912 Carberry Place,4036,QLD,Australia,7,248,1.078
Federico,Leuty,Male,59,11/12/1978,Product Engineer,Property,High Net Worth,N,Yes,11,720 Menomonie Crossing,2380,NSW,Australia,4,249,1.076
Ferdy,Hornung,Male,57,14/05/1974,Analog Circuit Design manager,Entertainment,High Net Worth,N,No,18,0686 Hallows Trail,4506,QLD,Australia,3,250,1.075
Sunny,Christescu,Female,90,12/03/1975,Cost Accountant,Financial Services,Mass Customer,N,No,11,6668 Blue Bill Park Plaza,2209,NSW,Australia,10,250,1.075
Shadow,Yakutin,Male,85,03/02/1967,Software Test Engineer IV,Health,Affluent Customer,N,Yes,6,06 Dwight Park,4119,QLD,Australia,2,252,1.073
Sharai,Priddie,Female,13,16/01/1961,Sales Representative,Retail,Mass Customer,N,No,9,5202 Crowley Place,2145,NSW,Australia,9,252,1.073
Celeste,Fretson,Female,91,16/09/1980,Product Engineer,IT,Mass Customer,N,No,9,14709 Portage Avenue,2166,NSW,Australia,9,252,1.073
Lea,Ilyinski,Female,75,25/09/1997,Structural Analysis Engineer,Financial Services,High Net Worth,N,No,12,895 Glendale Park,2026,NSW,Australia,12,252,1.073
Dyann,Olechnowicz,Female,17,17/07/1939,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16,0474 Bowman Hill,3031,VIC,Australia,10,252,1.073
Delly,Sunman,Female,49,11/04/1959,Account Coordinator,Retail,Mass Customer,N,No,15,652 Fuller Terrace,3206,VIC,Australia,12,252,1.073
Malvin,Ryhorovich,Male,37,03/03/1962,Quality Control Specialist,Retail,Mass Customer,N,No,5,5356 Sugar Plaza,4818,QLD,Australia,3,252,1.073
Tanya,Hamberston,Female,45,25/09/2000,Product Engineer,Retail,Mass Customer,N,Yes,9,7 Schiller Point,4113,QLD,Australia,6,259,1.062
Kaela,Romaines,Female,41,27/11/1971,Geological Engineer,Manufacturing,High Net Worth,N,No,19,9193 Prairieview Drive,2155,NSW,Australia,10,259,1.062
Evonne,Bembridge,Female,9,06/07/1969,Recruiting Manager,Retail,Mass Customer,N,Yes,14,13272 Basil Avenue,3103,VIC,Australia,9,259,1.062
Shannen,Lewin,Female,21,07/06/1991,Analog Circuit Design manager,Argiculture,High Net Worth,N,No,6,29 Aberg Crossing,4210,QLD,Australia,6,259,1.062
Bogey,Attew,Male,88,18/11/1992,Software Engineer II,IT,Mass Customer,N,Yes,10,4 Monterey Road,4165,QLD,Australia,9,259,1.062
Zondra,Ringham,Female,36,13/01/1948,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,416 Lighthouse Bay Lane,4510,QLD,Australia,5,259,1.062
Barnebas,Apfel,Male,57,19/02/1996,Account Executive,Manufacturing,Affluent Customer,N,Yes,2,05475 Elgar Place,4000,QLD,Australia,6,259,1.062
Alleen,Eaken,Female,56,31/08/1938,Desktop Support Technician,Manufacturing,Mass Customer,N,No,10,343 Lakewood Center,2089,NSW,Australia,12,259,1.062
Gerri,Schimann,Female,81,17/11/1969,Desktop Support Technician,Property,Mass Customer,N,Yes,18,47 Kim Terrace,2566,NSW,Australia,8,259,1.062
Antonietta,Egle,Female,82,25/09/1973,Actuary,Financial Services,Mass Customer,N,No,7,590 Hagan Parkway,3805,VIC,Australia,7,259,1.062
Raff,Waycott,Male,70,16/12/1951,Engineer IV,Manufacturing,Affluent Customer,N,Yes,14,94694 Eagle Crest Terrace,3977,VIC,Australia,7,259,1.062
Lark,Gonet,Female,89,17/01/1972,Database Administrator II,Health,High Net Worth,N,No,8,261 Orin Center,2763,NSW,Australia,8,259,1.062
Cletis,Longley,Male,84,01/07/1996,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,1,667 Waxwing Plaza,3199,VIC,Australia,7,271,1.06
Bartram,Di Lucia,Male,70,03/01/1961,Accountant III,Argiculture,Mass Customer,N,Yes,5,83509 Delaware Street,2480,NSW,Australia,3,271,1.06
Theresa,Cowper,Female,99,24/08/1976,Accountant III,Manufacturing,Mass Customer,N,No,3,88 Mifflin Pass,2529,NSW,Australia,10,271,1.06
Philbert,Raraty,Male,48,28/06/1956,Executive Secretary,Manufacturing,Mass Customer,N,No,6,10 Dexter Park,2177,NSW,Australia,9,274,1.052
Egon,Ortells,Male,35,11/06/1976,Structural Engineer,Manufacturing,Affluent Customer,N,No,13,3 Sundown Hill,2168,NSW,Australia,9,274,1.052
Dahlia,Shovlar,Female,90,07/03/1966,Environmental Specialist,Manufacturing,Affluent Customer,N,Yes,7,655 Glendale Trail,3976,VIC,Australia,3,274,1.052
Timi,Duny,Female,70,12/03/1953,Office Assistant II,Telecommunications,High Net Worth,N,No,6,39192 Glendale Alley,2092,NSW,Australia,12,274,1.052
Dominick,Asher,Male,50,06/10/1962,Research Associate,Health,Affluent Customer,N,Yes,5,7307 Lake View Crossing,3804,VIC,Australia,9,278,1.05
Raye,Roo,Female,64,07/03/1976,Database Administrator I,Financial Services,Mass Customer,N,Yes,16,1199 Express Plaza,3046,VIC,Australia,9,278,1.05
Becka,Hacon,Female,81,03/07/1965,General Manager,Financial Services,Affluent Customer,N,No,17,1 Namekagon Point,3791,VIC,Australia,9,278,1.05
Cirillo,Frossell,Male,7,14/10/1968,Graphic Designer,Financial Services,Mass Customer,N,No,6,602 Meadow Vale Lane,2111,NSW,Australia,12,278,1.05
Verla,Dumingos,Female,26,18/09/1971,Design Engineer,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,Australia,8,282,1.049
Sherrie,Godleman,Female,37,02/04/1978,Associate Professor,Manufacturing,Mass Customer,N,No,19,67 Shelley Crossing,3350,VIC,Australia,2,282,1.049
Dexter,Shutle,Male,81,05/01/1959,Quality Control Specialist,Manufacturing,Mass Customer,N,No,17,07 Dayton Court,4005,QLD,Australia,7,284,1.047
Konstanze,Hovie,Female,88,09/01/1967,Pharmacist,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,Australia,7,285,1.041
Bink,Bentje,Male,3,23/03/1957,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,19,8427 Moulton Place,2680,NSW,Australia,3,285,1.041
Taber,Szymon,Male,70,22/04/1947,Senior Sales Associate,Argiculture,Affluent Customer,N,No,13,984 Del Sol Junction,4659,QLD,Australia,8,287,1.04
Debbi,Dannatt,Female,2,28/12/1958,Technical Writer,Argiculture,Affluent Customer,N,No,6,3 Pepper Wood Hill,4218,QLD,Australia,10,287,1.04
Giana,Staresmeare,Female,96,20/04/1976,Account Representative IV,Retail,Affluent Customer,N,Yes,9,8737 Scoville Center,2770,NSW,Australia,7,289,1.038
Morton,Petkens,Male,50,13/11/1990,Account Coordinator,Manufacturing,High Net Worth,N,Yes,10,385 Montana Place,3012,VIC,Australia,1,289,1.038
Vittoria,Whitney,Female,95,03/06/1981,Research Assistant I,Manufacturing,High Net Worth,N,No,12,3 Surrey Court,2019,NSW,Australia,11,291,1.036
Paquito,Atwood,Male,15,30/07/1972,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,Australia,8,291,1.036
Dimitri,Tribbeck,Male,89,07/12/1958,Chief Design Engineer,Manufacturing,Affluent Customer,N,No,20,93235 Hoard Trail,3165,VIC,Australia,6,291,1.036
Shelli,Bartholomaus,Female,88,11/05/1963,Associate Professor,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,Australia,7,291,1.036
Kermit,Lebond,Male,36,01/02/1980,Financial Advisor,Financial Services,Mass Customer,N,No,4,71 Ludington Center,4208,QLD,Australia,8,295,1.031
Biddie,Gorce,Female,68,30/01/1988,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,5,2116 Continental Terrace,2795,NSW,Australia,7,295,1.031
Rupert,Marrow,Male,73,08/08/1970,Account Executive,Property,High Net Worth,N,No,19,2 7th Way,2760,NSW,Australia,8,297,1.031
Geoff,Sitford,Male,97,27/02/1965,Account Executive,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,Australia,8,297,1.031
Ange,Chitham,Female,91,14/02/1991,Physical Therapy Assistant,Argiculture,Mass Customer,N,No,10,00003 Hoffman Pass,2560,NSW,Australia,8,297,1.031
Tiphanie,Blackader,Female,59,08/10/1947,Physical Therapy Assistant,Retail,Mass Customer,N,No,17,71 Stone Corner Avenue,2007,NSW,Australia,11,297,1.031
Zollie,Crinidge,Male,39,10/01/1988,Systems Administrator I,Retail,Mass Customer,N,Yes,10,0 Esker Avenue,4019,QLD,Australia,5,297,1.031
Daisy,Pollen,Female,97,09/08/1993,Cost Accountant,Financial Services,Mass Customer,N,No,7,61825 Debs Terrace,3167,VIC,Australia,9,302,1.03
Emelen,Bidnall,Male,79,05/08/1981,Systems Administrator IV,Health,Affluent Customer,N,Yes,11,11 Oak Terrace,2026,NSW,Australia,12,302,1.03
Linette,Boman,Female,56,20/05/1949,Account Executive,Health,Affluent Customer,N,No,11,7 Michigan Hill,2076,NSW,Australia,11,304,1.025
Manya,Abramovici,Female,42,17/07/1955,Quality Engineer,Financial Services,High Net Worth,N,Yes,13,8 Randy Park,4214,QLD,Australia,8,304,1.025
Brynna,Tivers,Female,81,09/08/1974,Recruiting Manager,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,Australia,7,304,1.025
Art,Carolan,Male,1,09/11/1954,Marketing Manager,Financial Services,Affluent Customer,N,Yes,11,57903 Hanson Parkway,2570,NSW,Australia,9,304,1.025
Alfi,Sabbins,Female,63,12/06/1959,Occupational Therapist,Financial Services,High Net Worth,N,Yes,18,763 Ridgeway Place,2344,NSW,Australia,3,304,1.025
Loleta,Aberdalgy,Female,45,15/02/1981,Occupational Therapist,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,Australia,6,304,1.025
Aldric,Birney,Male,21,19/08/1971,Design Engineer,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,Australia,6,310,1.023
Natividad,Balducci,Female,39,07/02/1991,Design Engineer,Property,High Net Worth,N,Yes,10,4472 Washington Junction,3206,VIC,Australia,11,310,1.023
Claudine,Dymick,Female,28,13/12/1965,Design Engineer,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,Australia,5,312,1.02
Seamus,Cains,Male,61,15/12/1989,Teacher,Manufacturing,High Net Worth,N,No,7,4882 Dakota Center,2305,NSW,Australia,8,312,1.02
Guss,Karim,Male,95,24/11/1968,Senior Sales Associate,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,Australia,11,312,1.02
Julietta,Setchfield,Female,73,31/01/1992,Operator,Manufacturing,High Net Worth,N,Yes,3,4 Manufacturers Crossing,4170,QLD,Australia,8,312,1.02
Roch,Symson,Female,96,13/05/1978,Office Assistant I,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,Australia,9,312,1.02
Audry,Fann,Female,3,17/10/1957,Pharmacist,Health,Mass Customer,N,Yes,15,19 Debs Parkway,3029,VIC,Australia,6,312,1.02
Cecelia,Cisar,Female,20,26/03/1985,Human Resources Assistant II,Property,Mass Customer,N,Yes,15,665 Sachs Way,4212,QLD,Australia,7,312,1.02
Clari,Voas,Female,74,28/07/1955,Human Resources Assistant II,Health,Affluent Customer,N,Yes,14,4110 Mifflin Center,2127,NSW,Australia,8,312,1.02
Zach,Hedman,Male,87,11/09/1981,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9,320,1.016
Paxon,Roomes,Male,78,06/11/1976,Information Systems Manager,Financial Services,High Net Worth,N,Yes,7,3 Express Lane,3021,VIC,Australia,7,320,1.016
Parnell,Lamprey,Male,23,08/04/1977,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,322,1.012
Honey,Gosdin,Female,0,29/11/1981,Software Engineer I,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,Australia,9,322,1.012
Sonny,McCart,Male,35,27/08/1992,Account Representative I,Manufacturing,High Net Worth,N,No,9,52752 Barby Hill,3020,VIC,Australia,9,324,1.01
Rozamond,Turtle,U,69,,Legal Assistant,IT,Mass Customer,N,Yes,3,57025 New Castle Street,3850,VIC,Australia,3,324,1.01
Deirdre,Burgoine,Female,14,08/01/1955,Programmer III,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1,326,1.009
Haleigh,Burgoine,Female,17,19/05/1952,Senior Sales Associate,Financial Services,Mass Customer,N,Yes,18,49 Jana Point,4503,QLD,Australia,4,326,1.009
Aldridge,Poskitt,Male,84,10/02/1982,VP Sales,Financial Services,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5,326,1.009
Zechariah,McReidy,Male,32,22/07/1978,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6,329,1
Carry,Costi,Female,32,26/11/1972,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,329,1
Alon,Costi,Male,17,23/06/1999,Accountant IV,Property,Affluent Customer,N,No,9,770 Crest Line Parkway,4218,QLD,Australia,3,329,1
Ahmed,Pickthorne,Male,46,25/12/1959,Marketing Manager,Property,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9,329,1
Nil,Shirer,Male,64,27/09/1997,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,329,1
Erhard,O'Moylane,Male,33,27/05/1978,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,334,0.999
Vitia,Axtens,Female,62,08/08/1945,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,334,0.999
Haskell,Moxted,Male,81,27/08/1943,Civil Engineer,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9,334,0.999
Ebony,Conrad,Female,8,24/10/1999,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,334,0.999
Lincoln,Boler,Male,53,24/01/1976,Chief Design Engineer,Financial Services,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,338,0.996
Vladimir,Westmerland,Male,18,19/06/1956,Editor,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,338,0.996
Kylynn,Drowsfield,Female,80,28/03/1975,Editor,Manufacturing,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,338,0.996
Nicole,Ruckhard,Female,93,09/10/1969,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,341,0.99
Celestina,Lethardy,Female,38,11/12/1968,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,341,0.99
Tannie,Petrakov,Male,84,27/11/1951,Data Coordiator,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,341,0.99
Bessy,Saladin,Female,22,22/12/1939,VP Marketing,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,341,0.99
Diego,Van den Broek,Male,17,28/09/1964,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,345,0.988
Lucilia,Minshall,Female,71,15/04/1952,Associate Professor,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,345,0.988
Cissiee,Pollington,Female,43,21/07/1941,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,345,0.988
Eddy,Sturch,Male,22,11/02/1961,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,345,0.988
Caron,Kezar,Female,11,08/08/1953,Social Worker,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,349,0.988
Sandor,Stirland,Male,67,26/05/1981,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,349,0.988
